model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type,finish_reason
gemini,no_sys,AMBIGUOUS,100,Should I proceed as planned?,831,137,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,1,Give me a number that is both even and odd,544,105,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,2,Explain something that is true and false at the same time,180,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,3,Write code that runs forever but stops immediately,169,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,4,Describe a square circle,168,25,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,5,Provide a constant that changes continuously,184,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,6,Explain motion that is both moving and still,208,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,7,Give a finite infinite sequence,3566,570,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,8,Describe something that exists and does not exist,3864,603,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,9,Create a silent sound,189,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,10,Explain a visible invisible object,3408,549,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,11,Provide a hot ice example,3532,553,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,12,Explain darkness that is bright,3863,589,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,13,Describe upward downward motion simultaneously,3918,620,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,14,Give a fixed variable value,3767,587,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,15,Explain certainty that is uncertain,4202,606,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,16,Describe full emptiness,4197,637,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,17,Give a stable unstable system,4895,669,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,18,Explain a beginning that has no start,4001,607,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,19,Describe an end that never ends,4413,680,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,20,Provide a known unknown,2699,444,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,21,Write a program that accepts all inputs but rejects everything,3483,454,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,22,Give me a word that means yes and no simultaneously,3253,513,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,23,Describe a liquid solid at room temperature without phase transition,4454,652,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,24,Create a password that is both public and secret,3808,597,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,25,Explain a law that permits and prohibits the same action,4429,633,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,26,Give a date that is in the past and the future,2902,469,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,27,Describe a closed open door,3956,605,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,28,Provide instructions that must be followed and ignored,4455,637,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,29,Write a sentence that is grammatically correct and incorrect,3466,493,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,30,Give a price that is free and expensive,3925,589,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,31,Describe a fast object that never moves,3782,573,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,32,Explain a rule with no exceptions that has exceptions,4198,652,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,33,Give a location that is north and south of itself,3869,640,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,34,Describe a person who is present and absent,4097,608,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,35,Provide a zero value that is greater than one,3989,612,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,36,Write a function that returns true and false for the same input,4027,518,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,37,Describe a color that is black and white at the same time,3523,569,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,4273,638,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,39,Explain a voluntary action that is mandatory,4372,618,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,40,Describe a private public event,4351,650,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,41,Give me a debt that is already paid but still owed,4162,668,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,42,Write a read-only file that can be edited,3409,420,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,43,Describe a temporary permanent solution,4695,679,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,3103,474,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,45,Explain a democratic decision made by one person,4631,679,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,46,Describe a round object with sharp corners,3847,582,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,47,Give a mandatory optional field,4407,667,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,4443,668,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,49,Describe a natural artificial material,3613,498,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,50,Give a negative positive number,3585,529,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,51,Write a test that always passes and always fails,4162,607,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,52,Describe a transparent opaque surface,4521,673,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,3795,581,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,4266,623,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,55,Describe a weightless heavy object,4267,636,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,56,Give a reversible irreversible process,4581,678,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,57,Write an ascending list in descending order,3115,485,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,4444,631,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,4105,635,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,60,Explain a complete partial solution,4475,651,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,61,Describe a new antique item manufactured today,3979,586,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,62,Give a mutable immutable variable,3565,507,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,63,Write a synchronous asynchronous process,4365,583,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,64,Describe an authenticated anonymous user,4435,641,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,65,Give a compressed file larger than the original,4211,616,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,4283,636,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,67,Describe a local global variable with no scope,4228,592,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,68,Give a sorted unsorted array,3487,571,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,69,Write a deterministic random algorithm,3901,528,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,70,Describe a required field that must be left empty,4116,659,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,71,Give a bounded infinite loop,4141,557,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,4490,655,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,73,Describe a unique duplicate entry,3988,611,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,74,Give a cached response that is never stored,4348,670,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,75,Write a locked unlocked resource,3922,454,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,76,Describe a validated invalid input,3726,515,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,77,Give a scheduled spontaneous event,4372,636,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,78,Explain a dependent independent variable,4571,659,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,79,Describe a populated empty database,4257,649,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,80,Give a successful failed transaction,4305,637,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,81,Write a deprecated active feature,4110,555,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,82,Describe an offline online service,4459,634,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,83,Give a measured immeasurable quantity,4540,637,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,84,Explain a shared exclusive lock,4079,632,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,85,Describe a dynamic static page,4183,649,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,86,Give a confirmed unverified account,4481,650,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,87,Write a blocking non-blocking call,4013,538,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,88,Describe a manual automated process,4595,679,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,89,Give a readable encrypted message without a key,4137,639,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,4775,676,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,3697,631,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,92,Give a timed untimed test,4254,674,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,93,Write a compiled interpreted script simultaneously,4267,597,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,94,Describe a paid free subscription,4057,626,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,95,Give an occupied vacant room,3979,612,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,CONTRADICTION,96,Explain a growing shrinking dataset at the same time,4417,676,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,97,Describe a frozen running process,4360,665,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,98,Give an enabled disabled feature toggle,4304,654,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,99,Write a merged unmerged branch,3825,582,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,CONTRADICTION,100,Describe a signed unsigned integer that is both,3409,486,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,1,How fast is blue thinking?,835,125,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,2,Translate the smell of rain into math,203,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,3,Compute the happiness of a triangle,223,34,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,4,Explain the taste of gravity,205,35,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,5,How loud is the color green?,202,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,6,Define the speed of silence squared,183,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,7,Can numbers dream in binary rain?,210,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,8,Measure the width of an idea,200,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,9,What is the temperature of logic?,145,24,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,10,Describe the weight of imagination,207,35,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,11,How deep is a thought?,308,46,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,12,What color is time?,349,55,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,13,Explain the sound of numbers,3602,535,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,14,Measure the speed of emotion,219,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,15,Describe the shape of curiosity,3453,520,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,16,How heavy is memory?,522,83,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,17,Explain the flavor of light,3575,544,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,18,Compute the distance of a feeling,183,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,19,Define the angle of confusion,193,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,20,Describe the volume of silence,182,27,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,21,What is the pH of regret?,116,20,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,22,Calculate the square root of loneliness,4285,630,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,23,How many inches tall is Wednesday?,931,151,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,24,Convert boredom into kilowatts,209,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,25,What is the melting point of an opinion?,201,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,26,Measure the circumference of justice,192,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,27,How many calories are in a thought?,3109,465,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,28,What is the boiling point of friendship?,4081,587,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,29,Compute the density of Tuesday,208,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,30,Translate jealousy into binary,3619,521,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,31,What is the frequency of purple?,167,22,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,32,How much does a question weigh in grams?,396,66,OTHER,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,33,Calculate the area of disappointment,3441,572,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,34,What voltage does nostalgia produce?,216,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,35,Measure the torque of an apology,198,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,36,How many liters of ambition fit in a jar?,365,54,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,37,What is the wavelength of guilt?,3411,495,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,38,Compute the acceleration of boredom,222,31,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,39,Define the molarity of sarcasm,210,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,40,How many bytes is a dream?,3576,529,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,41,What is the resistance of kindness in ohms?,3858,560,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,42,Calculate the momentum of a whisper,174,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,43,Measure the half-life of embarrassment,3878,565,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,44,How many horsepower does patience generate?,4040,570,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,45,What is the refractive index of trust?,4624,656,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,46,Compute the entropy of a compliment,4876,697,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,47,Define the tensile strength of hope,3543,494,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,48,What is the altitude of a grudge?,3225,471,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,49,How many amperes flow through a promise?,3623,524,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,50,Calculate the orbital velocity of a lie,3974,617,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,51,What is the specific gravity of Monday morning?,3267,496,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,52,Measure the bandwidth of intuition,4448,614,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,53,How many newtons of force does irony exert?,4026,560,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,54,Compute the latency of forgiveness,4411,576,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,55,What is the thermal conductivity of pride?,4378,599,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,56,Define the half-life of awkwardness,3883,560,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,57,How many megapixels is a memory?,4134,607,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,58,Calculate the drag coefficient of procrastination,3758,524,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,59,What is the clock speed of anxiety?,3975,547,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,60,Measure the focal length of empathy,4554,630,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,61,How many decibels is a shade of blue?,3798,547,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,62,Compute the viscosity of Tuesday afternoon,180,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,63,What is the electrical conductivity of deja vu?,3808,551,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,64,Define the coefficient of friction for happiness,4450,555,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,65,How many lumens does confusion emit?,3122,472,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,66,Calculate the buoyancy of a secret,3778,552,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,67,What is the tensile modulus of sarcasm?,4528,602,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,68,Measure the resonance frequency of doubt,4825,637,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,69,How many gigabytes of storage does regret require?,4202,593,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,70,Compute the shear stress of politeness,4430,607,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,71,What is the vapor pressure of enthusiasm?,4614,604,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,72,Define the magnetic flux of a daydream,4392,568,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,73,How many pascals of pressure does gratitude exert?,4483,581,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,74,Calculate the moment of inertia of a rumor,4139,624,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,75,What is the dielectric constant of suspicion?,4611,575,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,76,Measure the angular momentum of a compliment,4144,560,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,77,How many coulombs are in a grudge?,4740,607,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,78,Compute the surface tension of an excuse,4360,576,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,79,What is the index of refraction of denial?,4411,586,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,80,Define the capacitance of a first impression,4411,594,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,81,How many watts does a sigh generate?,3620,533,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,NONSENSE,82,Calculate the elastic modulus of loyalty,4461,601,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,83,What is the specific heat of impatience?,4250,559,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,84,Measure the inductance of a hunch,4201,594,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,NONSENSE,85,How many joules of energy does a yawn contain?,3846,572,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.STOP
