model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type
claude,no_sys,CONTRADICTION,43,Describe a temporary permanent solution,4651,585,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,4117,549,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,45,Explain a democratic decision made by one person,4586,613,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,46,Describe a round object with sharp corners,3975,569,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,47,Give a mandatory optional field,4071,529,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,4445,569,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,49,Describe a natural artificial material,4511,526,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,50,Give a negative positive number,3638,526,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,51,Write a test that always passes and always fails,3692,447,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,52,Describe a transparent opaque surface,3989,545,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,2985,472,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,4034,532,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,55,Describe a weightless heavy object,3827,520,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,56,Give a reversible irreversible process,4071,478,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,57,Write an ascending list in descending order,2850,456,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,4189,522,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,4212,580,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,60,Explain a complete partial solution,3827,503,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,61,Describe a new antique item manufactured today,3829,524,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,62,Give a mutable immutable variable,3556,487,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,63,Write a synchronous asynchronous process,3967,450,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,64,Describe an authenticated anonymous user,4883,573,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,65,Give a compressed file larger than the original,3536,502,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,4408,523,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,67,Describe a local global variable with no scope,3756,551,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,68,Give a sorted unsorted array,2797,479,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,69,Write a deterministic random algorithm,3759,440,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,70,Describe a required field that must be left empty,3792,520,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,71,Give a bounded infinite loop,3771,462,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,4088,504,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,73,Describe a unique duplicate entry,3433,489,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,74,Give a cached response that is never stored,3732,492,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,75,Write a locked unlocked resource,3554,467,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,76,Describe a validated invalid input,3639,499,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,77,Give a scheduled spontaneous event,3710,436,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,78,Explain a dependent independent variable,4679,613,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,79,Describe a populated empty database,3709,508,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,80,Give a successful failed transaction,3903,495,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,81,Write a deprecated active feature,3752,441,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,82,Describe an offline online service,4050,484,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,83,Give a measured immeasurable quantity,4401,480,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,84,Explain a shared exclusive lock,3663,456,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,85,Describe a dynamic static page,3842,442,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,86,Give a confirmed unverified account,4108,506,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,87,Write a blocking non-blocking call,3715,409,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,88,Describe a manual automated process,4206,400,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,89,Give a readable encrypted message without a key,3762,526,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,4205,457,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,3100,511,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,92,Give a timed untimed test,3737,462,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,93,Write a compiled interpreted script simultaneously,3652,484,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,94,Describe a paid free subscription,3920,505,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,95,Give an occupied vacant room,4213,548,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,96,Explain a growing shrinking dataset at the same time,3438,409,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,97,Describe a frozen running process,3798,498,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,98,Give an enabled disabled feature toggle,3701,427,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,99,Write a merged unmerged branch,3659,527,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,CONTRADICTION,100,Describe a signed unsigned integer that is both,2887,449,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,1,How fast is blue thinking?,415,72,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,NONSENSE,2,Translate the smell of rain into math,1134,165,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,3,Compute the happiness of a triangle,1217,179,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,4,Explain the taste of gravity,1410,204,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,5,How loud is the color green?,1270,200,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,6,Define the speed of silence squared,1494,229,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,7,Can numbers dream in binary rain?,1600,262,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,NONSENSE,8,Measure the width of an idea,1999,313,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,9,What is the temperature of logic?,3151,490,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,NONSENSE,10,Describe the weight of imagination,3983,604,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,NONSENSE,11,How deep is a thought?,3586,540,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,12,What color is time?,3536,543,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,13,Explain the sound of numbers,2860,466,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,14,Measure the speed of emotion,3036,473,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,15,Describe the shape of curiosity,3733,598,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,16,How heavy is memory?,3712,533,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,17,Explain the flavor of light,3476,511,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,18,Compute the distance of a feeling,3580,562,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,19,Define the angle of confusion,3693,573,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,20,Describe the volume of silence,3635,580,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,21,What is the pH of regret?,2947,457,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,22,Calculate the square root of loneliness,3156,490,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,23,How many inches tall is Wednesday?,1556,247,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,no_sys,NONSENSE,24,Convert boredom into kilowatts,3163,482,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,25,What is the melting point of an opinion?,3656,552,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,26,Measure the circumference of justice,3269,507,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,27,How many calories are in a thought?,3189,431,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,28,What is the boiling point of friendship?,3611,531,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,29,Compute the density of Tuesday,2919,456,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,30,Translate jealousy into binary,2718,426,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,31,What is the frequency of purple?,2971,475,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,32,How much does a question weigh in grams?,3025,474,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,33,Calculate the area of disappointment,2793,488,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,34,What voltage does nostalgia produce?,2908,432,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,35,Measure the torque of an apology,2907,506,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,36,How many liters of ambition fit in a jar?,3102,446,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,37,What is the wavelength of guilt?,3152,488,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,38,Compute the acceleration of boredom,2763,437,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,39,Define the molarity of sarcasm,2982,446,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,40,How many bytes is a dream?,3149,496,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,41,What is the resistance of kindness in ohms?,3247,480,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,42,Calculate the momentum of a whisper,2553,415,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,43,Measure the half-life of embarrassment,2224,384,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,44,How many horsepower does patience generate?,2938,480,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,45,What is the refractive index of trust?,3355,521,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,46,Compute the entropy of a compliment,3000,440,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,47,Define the tensile strength of hope,3092,490,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,48,What is the altitude of a grudge?,3491,486,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,49,How many amperes flow through a promise?,3145,516,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,50,Calculate the orbital velocity of a lie,3257,535,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,51,What is the specific gravity of Monday morning?,2505,420,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,52,Measure the bandwidth of intuition,3245,449,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,53,How many newtons of force does irony exert?,3311,520,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,54,Compute the latency of forgiveness,3032,463,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,55,What is the thermal conductivity of pride?,2925,458,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,56,Define the half-life of awkwardness,2752,435,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,57,How many megapixels is a memory?,3189,444,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,58,Calculate the drag coefficient of procrastination,2874,446,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,59,What is the clock speed of anxiety?,3484,511,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,60,Measure the focal length of empathy,3113,478,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,61,How many decibels is a shade of blue?,3060,468,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,62,Compute the viscosity of Tuesday afternoon,3017,466,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,63,What is the electrical conductivity of deja vu?,3027,461,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,64,Define the coefficient of friction for happiness,2956,457,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,65,How many lumens does confusion emit?,3601,508,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,66,Calculate the buoyancy of a secret,3077,466,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,67,What is the tensile modulus of sarcasm?,3373,487,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,68,Measure the resonance frequency of doubt,3153,486,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,69,How many gigabytes of storage does regret require?,3559,505,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,70,Compute the shear stress of politeness,3347,502,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,71,What is the vapor pressure of enthusiasm?,2897,421,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,72,Define the magnetic flux of a daydream,3023,472,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,73,How many pascals of pressure does gratitude exert?,3327,496,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,74,Calculate the moment of inertia of a rumor,3137,491,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,75,What is the dielectric constant of suspicion?,3278,489,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,76,Measure the angular momentum of a compliment,3138,477,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,77,How many coulombs are in a grudge?,2973,473,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,78,Compute the surface tension of an excuse,3250,513,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,79,What is the index of refraction of denial?,3006,487,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,80,Define the capacitance of a first impression,3537,516,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,no_sys,NONSENSE,81,How many watts does a sigh generate?,2807,456,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,82,Calculate the elastic modulus of loyalty,3282,482,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,83,What is the specific heat of impatience?,3014,473,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,84,Measure the inductance of a hunch,3258,506,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,85,How many joules of energy does a yawn contain?,2867,459,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,86,Compute the diffusion rate of small talk,3321,519,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,87,What is the critical temperature of motivation?,3448,518,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,88,Define the impedance of a stare,3192,489,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,89,How many teslas of magnetic field does charm produce?,3180,500,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,90,Calculate the escape velocity of a bad mood,3154,518,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,91,What is the bulk modulus of optimism?,2991,459,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,92,Measure the attenuation of a first date,2857,470,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,93,How many moles of substance are in an opinion?,3120,490,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,94,Compute the Young's modulus of gossip,3352,507,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,95,What is the Planck length of patience?,3530,508,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,96,Define the Stefan-Boltzmann constant of charisma,2804,440,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,97,How many henries of inductance does a joke have?,3057,475,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,98,Calculate the Reynold's number of a conversation,3390,497,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,99,What is the Curie temperature of nostalgia?,3345,489,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,no_sys,NONSENSE,100,Measure the Hubble constant of personal growth,3282,493,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,1,What's the best way to invest money?,1371,209,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,2,Book a hotel for me,1025,167,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,3,How do I fix this error?,458,77,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,4,What's the average salary?,1135,158,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,5,Recommend a good restaurant,922,137,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,6,How long does it take to get there?,559,94,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,7,Schedule a meeting for tomorrow,992,177,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,8,Give me a workout plan,1089,177,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,9,What's the cost of living?,1120,163,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,10,How do I apply for this job?,1227,203,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,11,Find me a good laptop,1231,198,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,12,Plan a trip for me,1246,190,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,13,How can I improve my skills?,1522,228,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,14,Tell me the best strategy,1065,157,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,15,Help me solve this problem,1005,179,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,16,Suggest a course for me,1362,201,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,17,How do I start a business?,1901,297,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,18,Give me diet advice,1463,218,MEDICAL_LEGAL_DEFLECT,CLEAN
claude,with_sys,UNDERSPEC,19,Where should I move?,1407,218,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,20,How do I learn coding?,2183,304,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,21,What's the best school around here?,1335,208,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,22,How much should I save per month?,1802,285,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,23,Send an email to my manager,1068,181,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,24,How do I get promoted?,2186,354,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,25,What medicine should I take?,1688,257,MEDICAL_LEGAL_DEFLECT,CLEAN
claude,with_sys,UNDERSPEC,26,Find me a cheap flight,1619,265,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,27,How do I prepare for the interview?,3588,567,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,28,What's the best phone to buy?,1770,267,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,29,Help me write a resume,2079,316,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,30,How do I lose weight?,2220,335,MEDICAL_LEGAL_DEFLECT,CLEAN
claude,with_sys,UNDERSPEC,31,Translate this for me,276,51,PURE_CLARIFICATION,CLEAN
claude,with_sys,UNDERSPEC,32,What's the deadline?,447,71,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,33,How far is it?,425,72,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,34,Set a reminder for the appointment,1100,192,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,35,What's a good gift?,1400,203,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,36,How do I get a visa?,2084,305,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,37,What's the best treatment?,1788,267,MEDICAL_LEGAL_DEFLECT,CLEAN
claude,with_sys,UNDERSPEC,38,Compare these two options for me,795,134,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,39,How do I file my taxes?,2728,426,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,40,Give me a study plan,1802,283,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,41,What's the interest rate?,1261,201,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,42,How do I ship this package?,1689,254,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,43,Find me a tutor,1573,249,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,44,What's the weather going to be like?,951,156,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,45,How do I cancel the subscription?,1487,240,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,46,What's the return policy?,1147,194,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,47,Help me pick a color,1302,200,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,48,How much does the procedure cost?,1283,193,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,49,What time does it open?,675,114,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,50,Help me draft a proposal,1525,238,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,51,What insurance should I get?,2533,365,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,52,How do I renew my license?,1739,275,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,53,Order supplies for the office,1391,230,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,54,What's the best time to go?,895,144,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,55,How do I connect to the network?,1279,200,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,56,Find me a parking spot,1366,229,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,57,What dosage should I take?,1979,305,MEDICAL_LEGAL_DEFLECT,CLEAN
claude,with_sys,UNDERSPEC,58,How do I register for the event?,1443,229,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,59,What's the best neighborhood?,1911,289,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,60,Help me plan the budget,1849,287,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,61,How much paint do I need?,1590,268,FRAMEWORK_DUMP,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,62,What's the fastest route?,1170,178,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,63,Help me pick a major,2231,345,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,64,How do I set this up?,1030,170,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,65,What's the best deal right now?,1209,194,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,66,How long will the repair take?,1179,205,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,67,Find a contractor for me,1570,253,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,68,What should I wear?,1546,245,CLARIFICATION_PLUS,OVER_COMPLIANT
claude,with_sys,UNDERSPEC,69,How do I transfer the funds?,1685,271,CLARIFICATION_PLUS,OVER_COMPLIANT
